[2020-06-04 06:01:05]	select * from _jpostads  where (date(postedon)>=date('2020-06-04') and date(postedon)<=date('2020-06-04') )  order by postadid desc  
[2020-06-04 06:09:45]	select * from _jdistrictnames where stateid='31' order by districtname
[2020-06-04 06:09:45]	select * from _jcategory
[2020-06-04 06:09:55]	select * from _jpostads  where (date(postedon)>=date('2020-3-1') and date(postedon)<=date('2020-3-31') )  order by postadid desc  
[2020-06-04 06:10:37]	SELECT * FROM _jpostads AS p, _jcategory AS c, _jsubcategory AS s WHERE  p.isdeleted='0' and s.categid=c.categid and p.postadid='1' 
[2020-06-04 06:10:50]	SELECT * FROM _jpostads left join _jcategory on  _jpostads.categid=_jcategory.categid  where  _jpostads.isdeleted='0'  order by postadid desc  limit 0,24 
[2020-06-04 06:10:50]	select * from _jstatenames
[2020-06-04 06:10:50]	select * from _jdistrictnames where stateid='31' order by districtname
[2020-06-04 06:10:50]	select * from _jcategory
[2020-06-04 06:11:19]	SELECT * FROM _jpostads AS p, _jcategory AS c, _jsubcategory AS s WHERE  p.isdeleted='0' and s.categid=c.categid and p.postadid='1' 
[2020-06-04 06:11:32]	select * from _jpostads  where (date(postedon)>=date('2020-06-04') and date(postedon)<=date('2020-06-04') )  order by postadid desc  
[2020-06-04 06:11:43]	select * from _jpostads  where (date(postedon)>=date('2020-3-1') and date(postedon)<=date('2020-3-31') )  order by postadid desc  
[2020-06-04 06:12:03]	select * from _jpostads  where (date(postedon)>=date('2020-3-1') and date(postedon)<=date('2020-3-10') )  order by postadid desc  
[2020-06-04 06:12:06]	SELECT * FROM _jpostads AS p, _jcategory AS c, _jsubcategory AS s WHERE  p.isdeleted='0' and s.categid=c.categid and p.postadid='1' 
[2020-06-04 06:12:06]	select * from _jstatenames
[2020-06-04 06:12:06]	select * from _jdistrictnames where stateid='' order by districtname
[2020-06-04 06:12:06]	select * from _jcategory
[2020-06-04 06:12:38]	select * from _jpostads  where (date(postedon)>=date('2020-06-04') and date(postedon)<=date('2020-06-04') )  order by postadid desc  
[2020-06-04 06:12:48]	select * from _jpostads  where (date(postedon)>=date('2020-6-3') and date(postedon)<=date('2020-6-4') )  order by postadid desc  
[2020-06-04 06:12:52]	SELECT * FROM _jpostads AS p, _jcategory AS c, _jsubcategory AS s WHERE  p.isdeleted='0' and s.categid=c.categid and p.postadid='4021' 
[2020-06-04 06:12:52]	select * from _jstatenames
[2020-06-04 06:12:52]	select * from _jdistrictnames where stateid='31' order by districtname
[2020-06-04 06:12:52]	select * from _jcategory
[2020-06-04 06:13:07]	select * from _jpostads  where (date(postedon)>=date('2020-6-3') and date(postedon)<=date('2020-6-4') )  order by postadid desc  
[2020-06-04 06:14:00]	SELECT * FROM _jpostads AS p, _jcategory AS c, _jsubcategory AS s WHERE  p.isdeleted='0' and s.categid=c.categid and p.postadid='4021' 
[2020-06-04 06:14:42]	select * from _jpostads  where postadid='4021'
[2020-06-04 06:14:42]	SELECT * FROM _jpostads AS p, _jcategory AS c, _jsubcategory AS s WHERE  p.isdeleted='0' and s.categid=c.categid and p.postadid='4021' 
[2020-06-04 06:14:42]	select * from _jstatenames
[2020-06-04 06:14:42]	select * from _jdistrictnames where stateid='31' order by districtname
[2020-06-04 06:14:42]	select * from _jcategory
[2020-06-04 06:16:43]	select * from _jpostads  where postadid='4021'
[2020-06-04 06:16:43]	SELECT * FROM _jpostads AS p, _jcategory AS c, _jsubcategory AS s WHERE  p.isdeleted='0' and s.categid=c.categid and p.postadid='4021' 
[2020-06-04 06:16:43]	select * from _jstatenames
[2020-06-04 06:16:43]	select * from _jdistrictnames where stateid='31' order by districtname
[2020-06-04 06:16:43]	select * from _jcategory
[2020-06-04 06:19:06]	select * from _jpostads  where postadid='4021'
[2020-06-04 06:19:06]	SELECT * FROM _jpostads AS p, _jcategory AS c, _jsubcategory AS s WHERE  p.isdeleted='0' and s.categid=c.categid and p.postadid='4021' 
[2020-06-04 06:19:06]	select * from _jstatenames
[2020-06-04 06:19:06]	select * from _jdistrictnames where stateid='31' order by districtname
[2020-06-04 06:19:06]	select * from _jcategory
[2020-06-04 06:19:50]	select * from _jpostads  where postadid='4021'
[2020-06-04 06:20:34]	select * from _jpostads  where postadid='4021'
[2020-06-04 06:20:58]	select * from _jpostads  where (date(postedon)>=date('2020-6-3') and date(postedon)<=date('2020-6-4') )  order by postadid desc  
[2020-06-04 06:26:15]	select * from _jpostads  where (date(postedon)>=date('2020-6-3') and date(postedon)<=date('2020-6-4') )  order by postadid desc  
[2020-06-04 06:26:44]	SELECT * FROM _jpostads AS p, _jcategory AS c, _jsubcategory AS s WHERE  p.isdeleted='0' and s.categid=c.categid and p.postadid='4024' 
[2020-06-04 06:26:44]	select * from _jstatenames
[2020-06-04 06:26:44]	select * from _jdistrictnames where stateid='' order by districtname
[2020-06-04 06:26:44]	select * from _jcategory
[2020-06-04 06:27:38]	SELECT * FROM _jpostads AS p, _jcategory AS c, _jsubcategory AS s WHERE  p.isdeleted='0' and s.categid=c.categid and p.postadid='4024' 
[2020-06-04 06:27:38]	select * from _jstatenames
[2020-06-04 06:27:38]	select * from _jdistrictnames where stateid='' order by districtname
[2020-06-04 06:27:38]	select * from _jcategory
[2020-06-04 06:28:27]	SELECT * FROM _jpostads AS p, _jcategory AS c, _jsubcategory AS s WHERE  p.isdeleted='0' and s.categid=c.categid and p.postadid='4024' 
[2020-06-04 06:28:27]	select * from _jstatenames
[2020-06-04 06:28:27]	select * from _jdistrictnames where stateid='' order by districtname
[2020-06-04 06:28:27]	select * from _jcategory
[2020-06-04 06:28:52]	select * from _jpostads  where postadid='4024'
[2020-06-04 06:28:52]	insert into `_jpostads_deleted` (`postadid`,`categid`,`subcateid`,`title`,`content`,`postedon`,`visitors`,`isactive`,`isdelete`,`postedby`,`adtype`,`stateid`,`countryid`,`distcid`,`ispublish`,`expiredon`,`filepath1`,`filepath2`,`ispaid`,`location`,`amount`,`isdeleted`,`deletedon`,`pposted`) values ('4024','6','32','Causal wear cotton readymade patiyala salwar suit','You owe it to yourself to gain the freedom a home business can offer. For more details visit http://www.kasupanamthuttu .com/members
http://www.kasupanamthuttu.com/600092-karthick','2020-06-03 17:31:57','0','1','0','11','0','31','1','61','1','2020-06-03 17:31:57','_1591185717_1586307537_screenshot_2020_0329_205007_(3).png','','0','Thuraiyur','1499','1','2020-06-04 06:28:52','11')
[2020-06-04 06:28:52]	delete from _jpostads  where postadid='4024'
[2020-06-04 06:28:52]	SELECT * FROM _jpostads AS p, _jcategory AS c, _jsubcategory AS s WHERE  p.isdeleted='0' and s.categid=c.categid and p.postadid='4024' 
[2020-06-04 06:28:52]	select * from _jstatenames
[2020-06-04 06:28:52]	select * from _jdistrictnames where stateid='' order by districtname
[2020-06-04 06:28:52]	select * from _jcategory
[2020-06-04 06:28:58]	SELECT * FROM _jpostads AS p, _jcategory AS c, _jsubcategory AS s WHERE  p.isdeleted='0' and s.categid=c.categid and p.postadid='4024' 
[2020-06-04 06:28:58]	select * from _jstatenames
[2020-06-04 06:28:58]	select * from _jdistrictnames where stateid='' order by districtname
[2020-06-04 06:28:58]	select * from _jcategory
[2020-06-04 06:29:07]	SELECT * FROM _jpostads AS p, _jcategory AS c, _jsubcategory AS s WHERE  p.isdeleted='0' and s.categid=c.categid and p.postadid='4021' 
[2020-06-04 06:29:07]	select * from _jstatenames
[2020-06-04 06:29:07]	select * from _jdistrictnames where stateid='31' order by districtname
[2020-06-04 06:29:07]	select * from _jcategory
[2020-06-04 06:30:07]	select * from _jpostads  where (date(postedon)>=date('2020-6-3') and date(postedon)<=date('2020-6-4') )  order by postadid desc  
[2020-06-04 06:31:56]	select * from _jpostads  where (date(postedon)>=date('2020-6-3') and date(postedon)<=date('2020-6-4') )  order by postadid desc  
[2020-06-04 06:32:03]	select * from _jpostads  where (date(postedon)>=date('2020-06-04') and date(postedon)<=date('2020-06-04') )  order by postadid desc  
[2020-06-04 06:32:10]	select * from _jpostads  where (date(postedon)>=date('2020-6-3') and date(postedon)<=date('2020-6-4') )  order by postadid desc  
[2020-06-04 06:38:34]	select * from _jpostads  where (date(postedon)>=date('2020-06-04') and date(postedon)<=date('2020-06-04') )  order by postadid desc  
[2020-06-04 06:39:59]	select * from _jpostads  where (date(postedon)>=date('2020-06-04') and date(postedon)<=date('2020-06-04') )  order by postadid desc  
[2020-06-04 06:40:04]	select * from _jpostads  where (date(postedon)>=date('2020-06-04') and date(postedon)<=date('2020-06-04') )  order by postadid desc  
[2020-06-04 06:40:42]	select * from _jpostads  where (date(postedon)>=date('2020-06-04') and date(postedon)<=date('2020-06-04') )  order by postadid desc  
[2020-06-04 06:40:44]	select * from _jpostads  where (date(postedon)>=date('2020-06-04') and date(postedon)<=date('2020-06-04') )  order by postadid desc  
[2020-06-04 06:41:18]	select * from _jpostads  where (date(postedon)>=date('2020-06-04') and date(postedon)<=date('2020-06-04') )  order by postadid desc  
[2020-06-04 06:41:38]	select * from _jpostads  where (date(postedon)>=date('2020-06-04') and date(postedon)<=date('2020-06-04') )  order by postadid desc  
[2020-06-04 06:42:04]	select * from _jpostads  where (date(postedon)>=date('2020-6-3') and date(postedon)<=date('2020-6-4') )  order by postadid desc  
[2020-06-04 06:43:25]	select * from _jpostads  where (date(postedon)>=date('2020-6-3') and date(postedon)<=date('2020-6-4') )  order by postadid desc  
[2020-06-04 06:43:30]	select * from _jpostads  where (date(postedon)>=date('2020-06-03') and date(postedon)<=date('2020-06-04') )  order by postadid desc  
[2020-06-04 06:43:48]	select * from _jpostads  where (date(postedon)>=date('2020-06-03') and date(postedon)<=date('2020-06-04') )  order by postadid desc  
[2020-06-04 06:43:52]	select * from _jpostads  where (date(postedon)>=date('2020-06-04') and date(postedon)<=date('2020-06-04') )  order by postadid desc  
[2020-06-04 06:43:55]	select * from _jpostads  where (date(postedon)>=date('2020-6-3') and date(postedon)<=date('2020-6-4') )  order by postadid desc  
[2020-06-04 06:43:59]	select * from _jpostads  where (date(postedon)>=date('2020-06-03') and date(postedon)<=date('2020-06-04') )  order by postadid desc  
[2020-06-04 06:47:54]	select * from _jpostads  where (date(postedon)>=date('2020-06-04') and date(postedon)<=date('2020-06-04') )  order by postadid desc  
[2020-06-04 06:47:59]	select * from _jpostads  where (date(postedon)>=date('2020-6-3') and date(postedon)<=date('2020-6-4') )  order by postadid desc  
[2020-06-04 06:56:33]	select * from _jusertable order by userid desc
[2020-06-04 06:56:53]	select * from _jusertable order by userid desc
[2020-06-04 06:57:09]	select * from _jusertable order by userid desc
[2020-06-04 06:57:31]	select * from _jusertable order by userid desc
[2020-06-04 06:58:39]	select * from _jpostads  where (date(postedon)>=date('2020-06-04') and date(postedon)<=date('2020-06-04') )  order by postadid desc  
[2020-06-04 06:58:58]	select * from _jpostads  where (date(postedon)>=date('2020-6-1') and date(postedon)<=date('2020-6-4') )  order by postadid desc  
[2020-06-04 06:59:19]	select * from _jusertable order by userid desc
[2020-06-04 07:02:51]	select * from _jpostads  where (date(postedon)>=date('2020-06-04') and date(postedon)<=date('2020-06-04') )  order by postadid desc  
[2020-06-04 07:02:53]	select * from _jpostads  where (date(postedon)>=date('2020-6-4') and date(postedon)<=date('2020-6-4') )  order by postadid desc  
[2020-06-04 07:02:59]	select * from _jpostads  where (date(postedon)>=date('2020-6-1') and date(postedon)<=date('2020-6-4') )  order by postadid desc  
[2020-06-04 07:05:23]	select * from _jpostads  where postadid='4023'
[2020-06-04 07:05:23]	insert into `_jpostads_deleted` (`postadid`,`categid`,`subcateid`,`title`,`content`,`postedon`,`visitors`,`isactive`,`isdelete`,`postedby`,`adtype`,`stateid`,`countryid`,`distcid`,`ispublish`,`expiredon`,`filepath1`,`filepath2`,`ispaid`,`location`,`amount`,`isdeleted`,`deletedon`,`pposted`) values ('4023','6','32','Causal wear cotton readymade patiyala salwar suit','Trying to make money online, offline from Home based Jobs Opportunities. Here is the Great Way to Find Some Great Part time Data Entry Jobs, Fresher Jobs. unlimited Earning Potential For more details visit http:/www.kasupanamthuttu.com /membershttp://www.kasupanamthuttu.com/600092-karthick','2020-06-03 13:03:36','0','1','0','11','0','31','1','61','1','2020-06-03 13:03:36','_1591169616_1586307537_screenshot_2020_0329_205007_(2).png','','0','Thurayur','1499','1','2020-06-04 07:05:23','11')
[2020-06-04 07:05:23]	delete from _jpostads  where postadid=''
[2020-06-04 07:05:23]	select * from _jpostads  where postadid='4022'
[2020-06-04 07:05:23]	insert into `_jpostads_deleted` (`postadid`,`categid`,`subcateid`,`title`,`content`,`postedon`,`visitors`,`isactive`,`isdelete`,`postedby`,`adtype`,`stateid`,`countryid`,`distcid`,`ispublish`,`expiredon`,`filepath1`,`filepath2`,`ispaid`,`location`,`amount`,`isdeleted`,`deletedon`,`pposted`) values ('4022','6','32','Causal wear cotton readymade patiyala salwar suit','Are you looking for a business opportunity that you can do from your Home ?visit http://.www.kasupanamthuttu.com/members
http://www.kasupanamthuttu.com/600092-karthick','2020-06-03 10:52:10','0','1','0','11','0','31','1','61','1','2020-06-03 10:52:10','_1591161730_1586307537_screenshot_2020_0329_205007_(2).png','','0','Thuraiyur','1499','1','2020-06-04 07:05:23','11')
[2020-06-04 07:05:23]	delete from _jpostads  where postadid=''
[2020-06-04 07:05:23]	select * from _jpostads  where postadid='4018'
[2020-06-04 07:05:23]	insert into `_jpostads_deleted` (`postadid`,`categid`,`subcateid`,`title`,`content`,`postedon`,`visitors`,`isactive`,`isdelete`,`postedby`,`adtype`,`stateid`,`countryid`,`distcid`,`ispublish`,`expiredon`,`filepath1`,`filepath2`,`ispaid`,`location`,`amount`,`isdeleted`,`deletedon`,`pposted`) values ('4018','6','32','PURE COTTON READYMADE CHUDDITHAR','One of the Greatest Earning Opportunity for Home workers, Part time Earners, Net Surfers, Network Marketers to earn Extra Money from Home Comfort.visit http://.www.kasupanamthuttu.com/members http://www.kasupanamthuttu.com/600091-ramya','2020-06-02 12:32:07','0','1','0','2781','0','31','1','70','1','2020-06-02 12:32:07','_1591081327_ch6.png','','0','nasiyanoor','INR 1499','1','2020-06-04 07:05:23','2781')
[2020-06-04 07:05:23]	delete from _jpostads  where postadid=''
[2020-06-04 07:05:23]	select * from _jpostads  where postadid='4016'
[2020-06-04 07:05:23]	insert into `_jpostads_deleted` (`postadid`,`categid`,`subcateid`,`title`,`content`,`postedon`,`visitors`,`isactive`,`isdelete`,`postedby`,`adtype`,`stateid`,`countryid`,`distcid`,`ispublish`,`expiredon`,`filepath1`,`filepath2`,`ispaid`,`location`,`amount`,`isdeleted`,`deletedon`,`pposted`) values ('4016','6','32','PURE COTTON READYMADE CHUDDITHAR','One of the Greatest Earning Opportunity for Home workers, Part time Earners, Net Surfers, Network Marketers to earn Extra Money from Home Comfort.visit http://.www.kasupanamthuttu.com/members http://www.kasupanamthuttu.com/600091-ramya','2020-06-02 12:29:46','0','1','0','2781','0','31','1','55','1','2020-06-02 12:29:46','_1591081186_ch4.png','','0','nasiyanoor','INR 1499','1','2020-06-04 07:05:23','2781')
[2020-06-04 07:05:23]	delete from _jpostads  where postadid=''
[2020-06-04 07:05:23]	select * from _jpostads  where postadid='4015'
[2020-06-04 07:05:23]	insert into `_jpostads_deleted` (`postadid`,`categid`,`subcateid`,`title`,`content`,`postedon`,`visitors`,`isactive`,`isdelete`,`postedby`,`adtype`,`stateid`,`countryid`,`distcid`,`ispublish`,`expiredon`,`filepath1`,`filepath2`,`ispaid`,`location`,`amount`,`isdeleted`,`deletedon`,`pposted`) values ('4015','9','43','Pure cotton readymade chudithar','We assure Guaranteed Income. No special skill required. You can utilize your Internet connection to make money while working from Home or work place.visit http://.www.kasupanamthuttu.com/members http://www.kasupanamthuttu.com/600078-sindhu','2020-06-02 12:29:22','0','1','0','2775','0','31','1','62','1','2020-06-02 12:29:22','_1591081162_1586314041_screenshot_2020_0329_205213.png','','0','nagapattinam','1499','1','2020-06-04 07:05:23','2775')
[2020-06-04 07:05:23]	delete from _jpostads  where postadid=''
[2020-06-04 07:05:23]	select * from _jpostads  where postadid='4014'
[2020-06-04 07:05:23]	insert into `_jpostads_deleted` (`postadid`,`categid`,`subcateid`,`title`,`content`,`postedon`,`visitors`,`isactive`,`isdelete`,`postedby`,`adtype`,`stateid`,`countryid`,`distcid`,`ispublish`,`expiredon`,`filepath1`,`filepath2`,`ispaid`,`location`,`amount`,`isdeleted`,`deletedon`,`pposted`) values ('4014','6','32','PURE COTTON READYMADE CHUDDITHAR','One of the Greatest Earning Opportunity for Home workers, Part time Earners, Net Surfers, Network Marketers to earn Extra Money from Home Comfort.visit http://.www.kasupanamthuttu.com/members http://www.kasupanamthuttu.com/600091-ramya','2020-06-02 12:29:01','0','1','0','2781','0','31','1','70','1','2020-06-02 12:29:01','_1591081141_ch3.png','','0','nasiyanoor','INR 1499','1','2020-06-04 07:05:23','2781')
[2020-06-04 07:05:23]	delete from _jpostads  where postadid=''
[2020-06-04 07:05:23]	select * from _jpostads  where postadid='4013'
[2020-06-04 07:05:23]	insert into `_jpostads_deleted` (`postadid`,`categid`,`subcateid`,`title`,`content`,`postedon`,`visitors`,`isactive`,`isdelete`,`postedby`,`adtype`,`stateid`,`countryid`,`distcid`,`ispublish`,`expiredon`,`filepath1`,`filepath2`,`ispaid`,`location`,`amount`,`isdeleted`,`deletedon`,`pposted`) values ('4013','6','32','PURE COTTON READYMADE CHUDDITHAR','One of the Greatest Earning Opportunity for Home workers, Part time Earners, Net Surfers, Network Marketers to earn Extra Money from Home Comfort.visit http://.www.kasupanamthuttu.com/members http://www.kasupanamthuttu.com/600091-ramya','2020-06-02 12:28:10','0','1','0','2781','0','31','1','55','1','2020-06-02 12:28:10','_1591081090_ch1.png','','0','nasiyanoor','INR 1499','1','2020-06-04 07:05:23','2781')
[2020-06-04 07:05:23]	delete from _jpostads  where postadid=''
[2020-06-04 07:05:23]	select * from _jpostads  where postadid='4012'
[2020-06-04 07:05:23]	insert into `_jpostads_deleted` (`postadid`,`categid`,`subcateid`,`title`,`content`,`postedon`,`visitors`,`isactive`,`isdelete`,`postedby`,`adtype`,`stateid`,`countryid`,`distcid`,`ispublish`,`expiredon`,`filepath1`,`filepath2`,`ispaid`,`location`,`amount`,`isdeleted`,`deletedon`,`pposted`) values ('4012','9','43','Pure cotton readymade chudithar','We assure Guaranteed Income. No special skill required. You can utilize your Internet connection to make money while working from Home or work place.visit http://.www.kasupanamthuttu.com/members http://www.kasupanamthuttu.com/600078-sindhu','2020-06-02 12:28:04','0','1','0','2775','0','31','1','79','1','2020-06-02 12:28:04','_1591081084_1586313604_screenshot_2020_0329_205250.png','','0','pudukottai','1499','1','2020-06-04 07:05:23','2775')
[2020-06-04 07:05:23]	delete from _jpostads  where postadid=''
[2020-06-04 07:05:23]	select * from _jpostads  where postadid='4011'
[2020-06-04 07:05:23]	insert into `_jpostads_deleted` (`postadid`,`categid`,`subcateid`,`title`,`content`,`postedon`,`visitors`,`isactive`,`isdelete`,`postedby`,`adtype`,`stateid`,`countryid`,`distcid`,`ispublish`,`expiredon`,`filepath1`,`filepath2`,`ispaid`,`location`,`amount`,`isdeleted`,`deletedon`,`pposted`) values ('4011','6','32','PURE COTTON READYMADE CHUDDITHAR','One of the Greatest Earning Opportunity for Home workers, Part time Earners, Net Surfers, Network Marketers to earn Extra Money from Home Comfort.visit http://.www.kasupanamthuttu.com/members http://www.kasupanamthuttu.com/600091-ramya','2020-06-02 12:26:58','0','1','0','2781','0','31','1','66','1','2020-06-02 12:26:58','_1591081018_ch1.png','','0','nasiyanoor','INR 1499','1','2020-06-04 07:05:23','2781')
[2020-06-04 07:05:23]	delete from _jpostads  where postadid=''
[2020-06-04 07:05:23]	select * from _jpostads  where postadid='4010'
[2020-06-04 07:05:23]	insert into `_jpostads_deleted` (`postadid`,`categid`,`subcateid`,`title`,`content`,`postedon`,`visitors`,`isactive`,`isdelete`,`postedby`,`adtype`,`stateid`,`countryid`,`distcid`,`ispublish`,`expiredon`,`filepath1`,`filepath2`,`ispaid`,`location`,`amount`,`isdeleted`,`deletedon`,`pposted`) values ('4010','9','43','Pure cotton readymade chudithar','We assure Guaranteed Income. No special skill required. You can utilize your Internet connection to make money while working from Home or work place.visit http://.www.kasupanamthuttu.com/members http://www.kasupanamthuttu.com/600078-sindhu','2020-06-02 12:26:43','0','1','0','2775','0','31','1','65','1','2020-06-02 12:26:43','_1591081003_1586310298_screenshot_2020_0329_205600.png','','0','perambalur','1499','1','2020-06-04 07:05:23','2775')
[2020-06-04 07:05:23]	delete from _jpostads  where postadid=''
[2020-06-04 07:05:23]	select * from _jpostads  where postadid='4009'
[2020-06-04 07:05:23]	insert into `_jpostads_deleted` (`postadid`,`categid`,`subcateid`,`title`,`content`,`postedon`,`visitors`,`isactive`,`isdelete`,`postedby`,`adtype`,`stateid`,`countryid`,`distcid`,`ispublish`,`expiredon`,`filepath1`,`filepath2`,`ispaid`,`location`,`amount`,`isdeleted`,`deletedon`,`pposted`) values ('4009','6','32','PURE COTTON READYMADE CHUDDITHAR','One of the Greatest Earning Opportunity for Home workers, Part time Earners, Net Surfers, Network Marketers to earn Extra Money from Home Comfort.visit http://.www.kasupanamthuttu.com/members http://www.kasupanamthuttu.com/600091-ramya','2020-06-02 12:25:55','0','1','0','2781','0','31','1','66','1','2020-06-02 12:25:55','_1591080955_ch12.png','','0','nasiyanoor','INR 1499','1','2020-06-04 07:05:23','2781')
[2020-06-04 07:05:23]	delete from _jpostads  where postadid=''
[2020-06-04 07:05:23]	select * from _jpostads  where postadid='4008'
[2020-06-04 07:05:23]	insert into `_jpostads_deleted` (`postadid`,`categid`,`subcateid`,`title`,`content`,`postedon`,`visitors`,`isactive`,`isdelete`,`postedby`,`adtype`,`stateid`,`countryid`,`distcid`,`ispublish`,`expiredon`,`filepath1`,`filepath2`,`ispaid`,`location`,`amount`,`isdeleted`,`deletedon`,`pposted`) values ('4008','6','29','PURE COTTON READYMADE CHUDDITHAR','One of the Greatest Earning Opportunity for Home workers, Part time Earners, Net Surfers, Network Marketers to earn Extra Money from Home Comfort.visit http://.www.kasupanamthuttu.com/members http://www.kasupanamthuttu.com/600091-ramya','2020-06-02 12:24:59','0','1','0','2781','0','31','1','52','1','2020-06-02 12:24:59','_1591080899_ch11.png','','0','nasiyanoor','INR 1499','1','2020-06-04 07:05:23','2781')
[2020-06-04 07:05:23]	delete from _jpostads  where postadid=''
[2020-06-04 07:05:23]	select * from _jpostads  where postadid='4007'
[2020-06-04 07:05:23]	insert into `_jpostads_deleted` (`postadid`,`categid`,`subcateid`,`title`,`content`,`postedon`,`visitors`,`isactive`,`isdelete`,`postedby`,`adtype`,`stateid`,`countryid`,`distcid`,`ispublish`,`expiredon`,`filepath1`,`filepath2`,`ispaid`,`location`,`amount`,`isdeleted`,`deletedon`,`pposted`) values ('4007','6','29','PURE COTTON READYMADE CHUDDITHAR','One of the Greatest Earning Opportunity for Home workers, Part time Earners, Net Surfers, Network Marketers to earn Extra Money from Home Comfort.visit http://.www.kasupanamthuttu.com/members http://www.kasupanamthuttu.com/600091-ramya','2020-06-02 12:24:24','0','1','0','2781','0','31','1','1002','1','2020-06-02 12:24:24','_1591080864_ch10.png','','0','nasiyanoor','INR 1499','1','2020-06-04 07:05:23','2781')
[2020-06-04 07:05:23]	delete from _jpostads  where postadid=''
[2020-06-04 07:05:23]	select * from _jpostads  where postadid='4006'
[2020-06-04 07:05:23]	insert into `_jpostads_deleted` (`postadid`,`categid`,`subcateid`,`title`,`content`,`postedon`,`visitors`,`isactive`,`isdelete`,`postedby`,`adtype`,`stateid`,`countryid`,`distcid`,`ispublish`,`expiredon`,`filepath1`,`filepath2`,`ispaid`,`location`,`amount`,`isdeleted`,`deletedon`,`pposted`) values ('4006','9','43','Pure cotton readymade chudithar','We assure Guaranteed Income. No special skill required. You can utilize your Internet connection to make money while working from Home or work place.visit http://.www.kasupanamthuttu.com/members http://www.kasupanamthuttu.com/600078-sindhu','2020-06-02 12:24:17','0','1','0','2775','0','31','1','68','1','2020-06-02 12:24:17','_1591080857_1586309846_screenshot_2020_0329_205737.png','','0','nilgiris','1499','1','2020-06-04 07:05:23','2775')
[2020-06-04 07:05:23]	delete from _jpostads  where postadid=''
[2020-06-04 07:05:23]	select * from _jpostads  where postadid='4005'
[2020-06-04 07:05:23]	insert into `_jpostads_deleted` (`postadid`,`categid`,`subcateid`,`title`,`content`,`postedon`,`visitors`,`isactive`,`isdelete`,`postedby`,`adtype`,`stateid`,`countryid`,`distcid`,`ispublish`,`expiredon`,`filepath1`,`filepath2`,`ispaid`,`location`,`amount`,`isdeleted`,`deletedon`,`pposted`) values ('4005','6','32','PURE COTTON READYMADE CHUDDITHAR','One of the Greatest Earning Opportunity for Home workers, Part time Earners, Net Surfers, Network Marketers to earn Extra Money from Home Comfort.visit http://.www.kasupanamthuttu.com/members http://www.kasupanamthuttu.com/600091-ramya','2020-06-02 12:23:18','0','1','0','2781','0','31','1','67','1','2020-06-02 12:23:18','_1591080798_ch9.png','','0','nasiyanoor','INR 1499','1','2020-06-04 07:05:23','2781')
[2020-06-04 07:05:23]	delete from _jpostads  where postadid=''
[2020-06-04 07:05:23]	select * from _jpostads  where postadid='4004'
